"rep","strategy","n_workers","chr","start","end","bp","n_win","secs","load_s","secs_wall","rss_gb","pid"
3,"dynamic",4,"chr14",1,107043718,107043718,452819,24.019,0.00399999999999068,24.023,1.533616128,30096
3,"dynamic",4,"chr15",1,101991189,101991189,423190,25.376,0,25.376,1.906786304,30086
3,"dynamic",4,"chr16",1,90338345,90338345,409010,23.939,0.00200000000000955,23.941,2.573139968,30076
3,"dynamic",4,"chr17",1,83257441,83257441,414555,21.489,0.00100000000000477,21.49,2.35008,30096
3,"dynamic",4,"chr18",1,80373285,80373285,400407,21.812,0,21.812,2.45557248,30066
3,"dynamic",4,"chr20",1,64444167,64444167,319636,14.729,0.000999999999976353,14.73,1.850298368,30086
3,"dynamic",4,"chr19",1,58617616,58617616,292197,13.064,0.000999999999976353,13.065,1.857839104,30086
3,"dynamic",4,"chrY",1,57227415,57227415,132019,8.91999999999999,0.00100000000000477,8.92099999999999,2.36199936,30076
3,"dynamic",4,"chr22",1,50818468,50818468,195751,9.971,0.00100000000000477,9.97200000000001,1.749577728,30096
3,"dynamic",4,"chr21",1,46709983,46709983,200395,9.607,0,9.607,2.447568896,30066
3,"dynamic",5,"chr1",1,248956422,248956422,1152300,86.441,8.667,95.108,1.658544128,31034
3,"dynamic",5,"chr2",1,242193529,242193529,1202711,86.037,8.669,94.706,2.180214784,31024
3,"dynamic",5,"chr3",1,198295559,198295559,990471,70.269,8.668,78.937,2.004856832,31014
3,"dynamic",5,"chr4",1,190214555,190214555,948744,62.411,8.666,71.077,1.189249024,31004
3,"dynamic",5,"chr5",1,181538259,181538259,906291,63.194,8.666,71.86,1.915162624,30992
3,"dynamic",5,"chr6",1,170805979,170805979,850378,65.461,0.000999999999990564,65.462,2.120740864,31004
3,"dynamic",5,"chr7",1,159345973,159345973,794833,50.23,0,50.232,0.961785856,30992
3,"dynamic",5,"chrX",1,156040895,156040895,774435,52.021,0,52.021,2.186878976,31014
3,"dynamic",5,"chr8",1,145138636,145138636,723830,47.842,0,47.842,0.396673024,31024
3,"dynamic",5,"chr9",1,138394717,138394717,608909,58.803,0.00300000000000011,58.806,1.46092032,31034
3,"dynamic",5,"chr11",1,135086622,135086622,672654,69.161,0.00799999999999557,69.169,0.827727872,30992
3,"dynamic",5,"chr10",1,133797422,133797422,666239,64.619,0.00199999999998113,64.622,1.790701568,31014
3,"dynamic",5,"chr12",1,133275309,133275309,665659,58.603,0.00999999999999091,58.614,0.39540736,31004
3,"dynamic",5,"chr13",1,114364328,114364328,489897,38.241,0.00600000000000023,38.248,1.46302976,31024
3,"dynamic",5,"chr14",1,107043718,107043718,452819,30.769,0.00100000000000477,30.77,1.401536512,31034
3,"dynamic",5,"chr15",1,101991189,101991189,423190,31.114,0.00100000000000477,31.115,1.31657728,31034
3,"dynamic",5,"chr16",1,90338345,90338345,409010,32.215,0.00600000000000023,32.221,1.085186048,31024
3,"dynamic",5,"chr17",1,83257441,83257441,414555,26.86,0.00800000000000978,26.868,1.860636672,30992
3,"dynamic",5,"chr18",1,80373285,80373285,400407,21.603,0.00499999999999545,21.608,1.20014848,31014
3,"dynamic",5,"chr20",1,64444167,64444167,319636,19.895,0.00499999999999545,19.9,1.580945408,31004
3,"dynamic",5,"chr19",1,58617616,58617616,292197,16.989,0,16.989,1.61804288,31034
3,"dynamic",5,"chrY",1,57227415,57227415,132019,15,0,15,2.72924672,30992
3,"dynamic",5,"chr22",1,50818468,50818468,195751,12.909,0.00200000000000955,12.911,1.841979392,31004
3,"dynamic",5,"chr21",1,46709983,46709983,200395,13.25,0.00200000000000955,13.252,1.691062272,31014
3,"dynamic",6,"chr1",1,248956422,248956422,1152300,127.485,8.159,135.644,1.822724096,32080
3,"dynamic",6,"chr2",1,242193529,242193529,1202711,119.803,8.16,127.963,2.09047552,32070
3,"dynamic",6,"chr3",1,198295559,198295559,990471,95.616,8.103,103.719,0.957640704,32059
3,"dynamic",6,"chr4",1,190214555,190214555,948744,93.322,8.159,101.481,0.900173824,32049
3,"dynamic",6,"chr5",1,181538259,181538259,906291,87.453,8.152,95.605,1.914990592,32040
3,"dynamic",6,"chr6",1,170805979,170805979,850378,85.168,8.101,93.269,1.847914496,32030
3,"dynamic",6,"chr7",1,159345973,159345973,794833,79.673,0,79.673,0.474697728,32030
3,"dynamic",6,"chrX",1,156040895,156040895,774435,75.704,0,75.705,0.465969152,32040
3,"dynamic",6,"chr8",1,145138636,145138636,723830,72.474,0.00199999999999534,72.476,0.443482112,32049
3,"dynamic",6,"chr9",1,138394717,138394717,608909,60.502,0.00200000000000955,60.504,1.20477696,32059
3,"dynamic",6,"chr11",1,135086622,135086622,672654,67.328,0.00200000000000955,67.33,1.261289472,32070
3,"dynamic",6,"chr10",1,133797422,133797422,666239,54.416,0.00100000000000477,54.417,0.364474368,32080
3,"dynamic",6,"chr12",1,133275309,133275309,665659,72.027,0.00100000000000477,72.028,1.472249856,32059
3,"dynamic",6,"chr13",1,114364328,114364328,489897,52.095,0.0190000000000055,52.115,0.85118976,32040
3,"dynamic",6,"chr14",1,107043718,107043718,452819,49.063,0.0149999999999864,49.078,0.919076864,32030
3,"dynamic",6,"chr15",1,101991189,101991189,423190,46.162,0.00999999999999091,46.172,1.11863808,32049
3,"dynamic",6,"chr16",1,90338345,90338345,409010,32.219,0.0040000000000191,32.223,1.224638464,32080
3,"dynamic",6,"chr17",1,83257441,83257441,414555,33.217,0.00500000000002387,33.222,0.29126656,32070
3,"dynamic",6,"chr18",1,80373285,80373285,400407,41.352,0.00199999999998113,41.354,2.809839616,32080
3,"dynamic",6,"chr20",1,64444167,64444167,319636,26.801,0.00199999999998113,26.803,0.800108544,32049
3,"dynamic",6,"chr19",1,58617616,58617616,292197,28.594,0.00200000000000955,28.596,0.965578752,32030
3,"dynamic",6,"chrY",1,57227415,57227415,132019,20.528,0.00100000000000477,20.529,0.68827136,32040
3,"dynamic",6,"chr22",1,50818468,50818468,195751,19.717,0.00100000000000477,19.718,1.1104256,32070
3,"dynamic",6,"chr21",1,46709983,46709983,200395,13.138,0.00800000000000978,13.146,1.654263808,32059
3,"segment",1,"chr1",1,50000000,5e+07,248467,10.5310000000009,0.00100000000020373,10.5320000000011,1.975394304,64341
3,"segment",1,"chr1",50000001,100000000,5e+07,250000,10.7649999999994,0,10.7649999999994,2.087862272,64341
3,"segment",1,"chr1",100000001,150000000,5e+07,159605,8.90099999999984,0,8.90099999999984,2.150957056,64341
3,"segment",1,"chr1",150000001,200000000,5e+07,250000,10.8680000000004,0.00100000000020373,10.8690000000006,2.275344384,64341
3,"segment",1,"chr2",1,50000000,5e+07,249929,10.3869999999988,0,10.3869999999988,2.621894656,64341
3,"segment",1,"chr2",50000001,100000000,5e+07,241874,9.91400000000067,0.00100000000020373,9.91500000000087,2.695180288,64341
3,"segment",1,"chr2",100000001,150000000,5e+07,249999,9.69399999999951,0,9.69399999999951,2.79425024,64341
3,"segment",1,"chr2",150000001,200000000,5e+07,250000,9.30600000000049,0,9.30600000000049,2.655035392,64341
3,"segment",1,"chr3",1,50000000,5e+07,249946,10.5120000000006,0,10.5120000000006,2.966564864,64341
3,"segment",1,"chr3",50000001,100000000,5e+07,249348,8.02100000000064,0,8.02100000000064,3.009921024,64341
3,"segment",1,"chr3",100000001,150000000,5e+07,250000,9.62700000000041,0,9.62700000000041,2.826682368,64341
3,"segment",1,"chr4",1,50000000,5e+07,248444,8.51299999999901,0,8.51299999999901,3.153518592,64341
3,"segment",1,"chr4",50000001,100000000,5e+07,249529,9.16799999999967,0.00100000000020373,9.16899999999987,3.224735744,64341
3,"segment",1,"chr4",100000001,150000000,5e+07,250000,9.89500000000044,0,9.89500000000044,3.37672192,64341
3,"segment",1,"chr5",1,50000000,5e+07,249163,9.65999999999985,0,9.65999999999985,3.325251584,64341
3,"segment",1,"chr5",50000001,100000000,5e+07,249749,7.98300000000017,0,7.98300000000017,3.259789312,64341
3,"segment",1,"chr5",100000001,150000000,5e+07,249994,9.88400000000001,0,9.88400000000001,3.174596608,64341
3,"segment",1,"chr6",1,50000000,5e+07,249700,10.6239999999998,0,10.6239999999998,2.965794816,64341
3,"segment",1,"chr6",50000001,100000000,5e+07,247201,7.67799999999988,0,7.67799999999988,3.093434368,64341
3,"segment",1,"chr6",100000001,150000000,5e+07,249999,9.00900000000001,0,9.00900000000001,3.063001088,64341
3,"segment",1,"chr7",1,50000000,5e+07,249937,10.1200000000008,0.00100000000020373,10.121000000001,3.432988672,64341
3,"segment",1,"chr7",50000001,100000000,5e+07,248470,8.88699999999881,0,8.88699999999881,3.235360768,64341
3,"segment",1,"chr7",100000001,150000000,5e+07,249749,9.78100000000086,0,9.78100000000086,3.167072256,64341
3,"segment",1,"chr8",1,50000000,5e+07,248688,10.366,0.00100000000020373,10.3670000000002,3.061260288,64341
3,"segment",1,"chr8",50000001,100000000,5e+07,249749,8.31400000000031,0,8.31400000000031,3.20530432,64341
3,"segment",1,"chr9",1,50000000,5e+07,227365,11.5220000000008,0,11.5220000000008,3.243327488,64341
3,"segment",1,"chr9",50000001,100000000,5e+07,189884,7.76200000000063,0,7.76200000000063,3.4272256,64341
3,"segment",1,"chr10",1,50000000,5e+07,247573,9.73599999999897,0,9.73599999999897,3.644571648,64341
3,"segment",1,"chr10",50000001,100000000,5e+07,249995,8.60399999999936,0,8.60399999999936,3.374211072,64341
3,"segment",1,"chr11",1,50000000,5e+07,249700,10.0320000000011,0,10.0320000000011,3.352305664,64341
3,"segment",1,"chr11",50000001,100000000,5e+07,247571,10.7240000000002,0,10.7250000000004,3.176546304,64341
3,"segment",1,"chr12",1,50000000,5e+07,249346,10.2969999999987,0,10.2969999999987,3.260452864,64341
3,"segment",1,"chr12",50000001,100000000,5e+07,250000,7.82999999999993,0,7.82999999999993,3.439783936,64341
3,"segment",1,"chr13",1,50000000,5e+07,169132,8.43599999999969,0,8.43599999999969,3.36943104,64341
3,"segment",1,"chr13",50000001,100000000,5e+07,249749,8.15700000000106,0,8.15700000000106,3.468701696,64341
3,"segment",1,"chr14",1,50000000,5e+07,168401,7.94399999999951,0.00100000000020373,7.94499999999971,3.345989632,64341
3,"segment",1,"chr14",50000001,100000000,5e+07,250000,8.32200000000012,0,8.32200000000012,3.376861184,64341
3,"segment",1,"chr15",1,50000000,5e+07,163536,7.72400000000016,0,7.72400000000016,3.692969984,64341
3,"segment",1,"chr15",50000001,100000000,5e+07,249749,9.01599999999962,0,9.01599999999962,3.39216384,64341
3,"segment",1,"chr16",1,50000000,5e+07,207870,9.09100000000035,0,9.09100000000035,3.415281664,64341
3,"segment",1,"chr17",1,50000000,5e+07,248590,9.128999999999,0,9.128999999999,3.438772224,64341
3,"segment",1,"chr18",1,50000000,5e+07,249103,9.21500000000015,0.00100000000020373,9.21600000000035,3.383115776,64341
3,"segment",1,"chr19",1,50000000,5e+07,249159,9.77700000000004,0,9.77700000000004,3.26711296,64341
3,"segment",1,"chr20",1,50000000,5e+07,247966,8.41100000000006,0,8.41100000000006,3.448131584,64341
3,"segment",1,"chr22",1,50000000,5e+07,191709,8.38199999999961,0,8.38199999999961,3.391176704,64341
3,"segment",1,"chrX",1,50000000,5e+07,246497,10.0730000000003,0.00100000000020373,10.0740000000005,3.388162048,64341
3,"segment",1,"chrX",50000001,100000000,5e+07,249228,8.10499999999956,0,8.10499999999956,3.505246208,64341
3,"segment",1,"chrX",100000001,150000000,5e+07,248556,9.11800000000039,0,9.11800000000039,3.515117568,64341
3,"segment",1,"chrY",1,50000000,5e+07,129550,7.89199999999983,0.00100000000020373,7.89300000000003,3.698765824,64341
3,"segment",1,"chr1",200000001,248956422,48956422,244228,9.7510000000002,0,9.7510000000002,3.849310208,64341
3,"segment",1,"chr3",150000001,198295559,48295559,241177,9.71399999999994,0,9.71399999999994,3.848163328,64341
3,"segment",1,"chr21",1,46709983,46709983,200395,8.5679999999993,0,8.5679999999993,3.468013568,64341
3,"segment",1,"chr8",100000001,145138636,45138636,225393,7.92000000000007,0,7.92000000000007,3.681943552,64341
3,"segment",1,"chr2",200000001,242193529,42193529,210909,10.112000000001,0,10.112000000001,3.719675904,64341
3,"segment",1,"chr16",50000001,90338345,40338345,201140,7.14999999999964,0,7.14999999999964,3.842678784,64341
3,"segment",1,"chr4",150000001,190214555,40214555,200771,8.90899999999965,0.00100000000020373,8.90999999999985,3.939926016,64341
3,"segment",1,"chr9",100000001,138394717,38394717,191660,6.60299999999916,0,6.60299999999916,4.474544128,64341
3,"segment",1,"chr11",100000001,135086622,35086622,175383,6.6309999999994,0.00100000000020373,6.63199999999961,4.433092608,64341
3,"segment",1,"chr10",100000001,133797422,33797422,168671,6.66100000000006,0,6.66100000000006,4.26483712,64341
3,"segment",1,"chr12",100000001,133275309,33275309,166313,7.10900000000038,0,7.10900000000038,4.09890816,64341
3,"segment",1,"chr17",50000001,83257441,33257441,165965,5.58599999999933,0,5.58599999999933,4.50772992,64341
3,"segment",1,"chr5",150000001,181538259,31538259,157385,6.19300000000112,0,6.19300000000112,4.360126464,64341
3,"segment",1,"chr18",50000001,80373285,30373285,151304,5.61199999999917,0,5.61199999999917,4.452876288,64341
3,"segment",1,"chr6",150000001,170805979,20805979,103478,5.04899999999907,0,5.04899999999907,4.391550976,64341
3,"segment",1,"chr20",50000001,64444167,14444167,71670,3.85499999999956,0,3.85499999999956,3.658010624,64341
3,"segment",1,"chr13",100000001,114364328,14364328,71016,2.76500000000306,0,2.76500000000306,4.038885376,64341
3,"segment",1,"chr7",150000001,159345973,9345973,46677,2.26399999999921,0,2.26399999999921,4.326875136,64341
3,"segment",1,"chr19",50000001,58617616,8617616,43038,1.6349999999984,0,1.6349999999984,4.474363904,64341
3,"segment",1,"chrY",50000001,57227415,7227415,2469,0.894000000000233,0,0.894000000000233,4.592037888,64341
3,"segment",1,"chr14",100000001,107043718,7043718,34418,1.65499999999884,0,1.65499999999884,4.873596928,64341
3,"segment",1,"chrX",150000001,156040895,6040895,30154,2.17500000000291,0,2.17500000000291,4.392943616,64341
3,"segment",1,"chr15",100000001,101991189,1991189,9905,0.872999999999593,0,0.872999999999593,4.616327168,64341
3,"segment",1,"chr22",50000001,50818468,818468,4042,0.443999999999505,0,0.443999999999505,4.734111744,64341
3,"segment",2,"chr1",1,50000000,5e+07,248467,13.543,6.883,20.426,1.700864,35814
3,"segment",2,"chr1",50000001,100000000,5e+07,250000,13.568,6.882,20.45,1.641504768,35804
3,"segment",2,"chr1",100000001,150000000,5e+07,159605,9.333,0,9.333,1.843392512,35814
3,"segment",2,"chr1",150000001,200000000,5e+07,250000,11.241,0,11.241,1.839783936,35804
3,"segment",2,"chr2",1,50000000,5e+07,249929,11.469,0,11.469,1.819910144,35814
3,"segment",2,"chr2",50000001,100000000,5e+07,241874,11.068,0,11.068,1.839546368,35804
3,"segment",2,"chr2",100000001,150000000,5e+07,249999,8.664,0,8.664,2.028888064,35814
3,"segment",2,"chr2",150000001,200000000,5e+07,250000,8.653,0,8.653,1.975242752,35804
3,"segment",2,"chr3",1,50000000,5e+07,249946,10.85,0,10.85,2.083520512,35814
3,"segment",2,"chr3",50000001,100000000,5e+07,249348,11.596,0,11.596,2.223976448,35804
3,"segment",2,"chr3",100000001,150000000,5e+07,250000,10.023,0,10.023,1.83812096,35814
3,"segment",2,"chr4",1,50000000,5e+07,248444,10.717,0,10.717,2.20606464,35804
3,"segment",2,"chr4",50000001,100000000,5e+07,249529,9.735,0,9.735,2.209857536,35814
3,"segment",2,"chr4",100000001,150000000,5e+07,250000,8.80499999999999,0,8.80499999999999,2.177613824,35804
3,"segment",2,"chr5",1,50000000,5e+07,249163,10.062,0,10.062,2.367930368,35814
3,"segment",2,"chr5",50000001,100000000,5e+07,249749,10.333,0,10.333,2.158698496,35804
3,"segment",2,"chr5",100000001,150000000,5e+07,249994,10.258,0.00100000000000477,10.259,2.078355456,35814
3,"segment",2,"chr6",1,50000000,5e+07,249700,11.088,0,11.088,1.934061568,35804
3,"segment",2,"chr6",50000001,100000000,5e+07,247201,10.613,0,10.613,2.301919232,35814
3,"segment",2,"chr6",100000001,150000000,5e+07,249999,8.78399999999999,0,8.78399999999999,2.161426432,35804
3,"segment",2,"chr7",1,50000000,5e+07,249937,10.807,0,10.807,2.163171328,35814
3,"segment",2,"chr7",50000001,100000000,5e+07,248470,10.489,0,10.489,2.154176512,35804
3,"segment",2,"chr7",100000001,150000000,5e+07,249749,9.27700000000002,0,9.27700000000002,2.264829952,35814
3,"segment",2,"chr8",1,50000000,5e+07,248688,10.278,0,10.278,2.310959104,35804
3,"segment",2,"chr8",50000001,100000000,5e+07,249749,10.251,0,10.251,2.43646464,35814
3,"segment",2,"chr9",1,50000000,5e+07,227365,9.87300000000002,0.000999999999976353,9.874,2.377535488,35804
3,"segment",2,"chr9",50000001,100000000,5e+07,189884,9.01399999999998,0.00100000000000477,9.01499999999999,2.099060736,35814
3,"segment",2,"chr10",1,50000000,5e+07,247573,9.709,0,9.709,2.373779456,35804
3,"segment",2,"chr10",50000001,100000000,5e+07,249995,9.327,0,9.328,2.25974272,35814
3,"segment",2,"chr11",1,50000000,5e+07,249700,10.031,0,10.031,2.343596032,35804
3,"segment",2,"chr11",50000001,100000000,5e+07,247571,10.256,0,10.256,2.125139968,35814
3,"segment",2,"chr12",1,50000000,5e+07,249346,10.77,0,10.77,1.95997696,35804
3,"segment",2,"chr12",50000001,100000000,5e+07,250000,10.602,0,10.602,2.064580608,35814
3,"segment",2,"chr13",1,50000000,5e+07,169132,8.57300000000001,0,8.57300000000001,2.081611776,35804
3,"segment",2,"chr13",50000001,100000000,5e+07,249749,9.642,0,9.643,2.192535552,35814
3,"segment",2,"chr14",1,50000000,5e+07,168401,7.36499999999998,0,7.36499999999998,2.309562368,35804
3,"segment",2,"chr14",50000001,100000000,5e+07,250000,11.589,0,11.589,2.046808064,35804
3,"segment",2,"chr15",1,50000000,5e+07,163536,9.261,0,9.261,2.194546688,35814
3,"segment",2,"chr15",50000001,100000000,5e+07,249749,8.69,0.00100000000000477,8.691,2.311503872,35814
3,"segment",2,"chr16",1,50000000,5e+07,207870,8.56099999999998,0,8.56099999999998,2.286465024,35804
3,"segment",2,"chr17",1,50000000,5e+07,248590,9.977,0,9.977,2.324983808,35814
3,"segment",2,"chr18",1,50000000,5e+07,249103,10.916,0,10.916,2.166038528,35804
3,"segment",2,"chr19",1,50000000,5e+07,249159,9.078,0,9.078,2.327769088,35814
3,"segment",2,"chr20",1,50000000,5e+07,247966,9.11599999999999,0,9.11599999999999,2.315112448,35804
3,"segment",2,"chr22",1,50000000,5e+07,191709,9.04900000000001,0,9.04900000000001,2.229608448,35814
3,"segment",2,"chrX",1,50000000,5e+07,246497,11.151,0,11.151,2.27520512,35804
3,"segment",2,"chrX",50000001,100000000,5e+07,249228,12.027,0,12.027,2.066317312,35814
3,"segment",2,"chrX",100000001,150000000,5e+07,248556,8.892,0,8.892,2.306932736,35804
3,"segment",2,"chrY",1,50000000,5e+07,129550,7.04500000000002,0,7.04500000000002,2.398314496,35814
3,"segment",2,"chr1",200000001,248956422,48956422,244228,11.953,0,11.953,2.37088768,35804
3,"segment",2,"chr3",150000001,198295559,48295559,241177,10.99,0,10.99,2.279133184,35814
3,"segment",2,"chr21",1,46709983,46709983,200395,7.84899999999999,0,7.84899999999999,2.493267968,35804
3,"segment",2,"chr8",100000001,145138636,45138636,225393,9.73500000000001,0,9.73500000000001,2.248118272,35814
3,"segment",2,"chr2",200000001,242193529,42193529,210909,9.30099999999999,0,9.30099999999999,2.465021952,35804
3,"segment",2,"chr16",50000001,90338345,40338345,201140,8.62700000000001,0,8.62700000000001,2.047053824,35814
3,"segment",2,"chr4",150000001,190214555,40214555,200771,9.13799999999998,0,9.13799999999998,2.030391296,35804
3,"segment",2,"chr9",100000001,138394717,38394717,191660,6.91199999999998,0,6.91199999999998,2.306830336,35814
3,"segment",2,"chr11",100000001,135086622,35086622,175383,6.84300000000002,0,6.84300000000002,2.216239104,35804
3,"segment",2,"chr10",100000001,133797422,33797422,168671,6.86599999999999,0,6.86599999999999,2.44293632,35814
3,"segment",2,"chr12",100000001,133275309,33275309,166313,6.72000000000003,0,6.72000000000003,2.37043712,35804
3,"segment",2,"chr17",50000001,83257441,33257441,165965,6.60000000000002,0.000999999999976353,6.601,2.425286656,35814
3,"segment",2,"chr5",150000001,181538259,31538259,157385,6.86699999999996,0,6.86699999999996,2.482008064,35804
3,"segment",2,"chr18",50000001,80373285,30373285,151304,5.654,0,5.654,2.527608832,35814
3,"segment",2,"chr6",150000001,170805979,20805979,103478,4.96200000000005,0.000999999999976353,4.96300000000002,2.261598208,35804
3,"segment",2,"chr20",50000001,64444167,14444167,71670,2.77500000000003,0.000999999999976353,2.77600000000001,2.483023872,35814
3,"segment",2,"chr13",100000001,114364328,14364328,71016,3.64999999999998,0.0010000000000332,3.65100000000001,2.507091968,35814
3,"segment",2,"chr7",150000001,159345973,9345973,46677,2.50399999999996,0,2.50399999999996,2.509840384,35804
3,"segment",2,"chr19",50000001,58617616,8617616,43038,2.06899999999996,0,2.06899999999996,2.424942592,35804
3,"segment",2,"chrY",50000001,57227415,7227415,2469,1.798,0,1.798,1.977470976,35814
3,"segment",2,"chr14",100000001,107043718,7043718,34418,1.84499999999997,0,1.84499999999997,2.464022528,35804
3,"segment",2,"chrX",150000001,156040895,6040895,30154,1.85599999999999,0.000999999999976353,1.85699999999997,2.190667776,35814
3,"segment",2,"chr15",100000001,101991189,1991189,9905,1.16899999999998,0,1.16899999999998,2.45100544,35804
3,"segment",2,"chr22",50000001,50818468,818468,4042,0.421000000000049,0,0.421000000000049,2.257887232,35814
3,"segment",3,"chr1",1,50000000,5e+07,248467,15.994,7.845,23.839,1.67657472,37262
3,"segment",3,"chr1",50000001,100000000,5e+07,250000,15.985,7.844,23.829,1.613312,37252
3,"segment",3,"chr1",100000001,150000000,5e+07,159605,13.123,7.843,20.966,1.596350464,37242
3,"segment",3,"chr1",150000001,200000000,5e+07,250000,12.365,0.00100000000000122,12.366,1.86281984,37242
3,"segment",3,"chr2",1,50000000,5e+07,249929,12.23,0.00100000000000122,12.231,1.827278848,37252
3,"segment",3,"chr2",50000001,100000000,5e+07,241874,12.029,0,12.029,1.86195968,37262
3,"segment",3,"chr2",100000001,150000000,5e+07,249999,12.339,0.00100000000000477,12.34,1.900609536,37242
3,"segment",3,"chr2",150000001,200000000,5e+07,250000,10.344,0,10.344,1.909710848,37262
3,"segment",3,"chr3",1,50000000,5e+07,249946,11.441,0,11.441,2.018115584,37252
3,"segment",3,"chr3",50000001,100000000,5e+07,249348,10.574,0,10.574,2.233905152,37242
3,"segment",3,"chr3",100000001,150000000,5e+07,250000,10.31,0,10.31,2.164928512,37262
3,"segment",3,"chr4",1,50000000,5e+07,248444,9.79300000000001,0,9.79300000000001,2.026643456,37252
3,"segment",3,"chr4",50000001,100000000,5e+07,249529,10.283,0,10.283,2.183348224,37242
3,"segment",3,"chr4",100000001,150000000,5e+07,250000,9.879,0.000999999999997669,9.88,2.212405248,37262
3,"segment",3,"chr5",1,50000000,5e+07,249163,10.039,0,10.039,2.002886656,37252
3,"segment",3,"chr5",50000001,100000000,5e+07,249749,11.024,0,11.024,1.980583936,37242
3,"segment",3,"chr5",100000001,150000000,5e+07,249994,10.899,0.000999999999990564,10.9,1.9439616,37262
3,"segment",3,"chr6",1,50000000,5e+07,249700,10.963,0,10.963,1.897836544,37252
3,"segment",3,"chr6",50000001,100000000,5e+07,247201,10.684,0,10.684,2.130518016,37242
3,"segment",3,"chr6",100000001,150000000,5e+07,249999,11.508,0,11.508,1.904930816,37262
3,"segment",3,"chr7",1,50000000,5e+07,249937,11.457,0,11.457,1.828691968,37252
3,"segment",3,"chr7",50000001,100000000,5e+07,248470,10.543,0,10.543,2.434957312,37242
3,"segment",3,"chr7",100000001,150000000,5e+07,249749,10.806,0,10.806,2.073276416,37262
3,"segment",3,"chr8",1,50000000,5e+07,248688,10.259,0,10.259,2.0907008,37252
3,"segment",3,"chr8",50000001,100000000,5e+07,249749,10.078,0,10.078,2.40144384,37242
3,"segment",3,"chr9",1,50000000,5e+07,227365,10.436,0,10.436,2.049589248,37262
3,"segment",3,"chr9",50000001,100000000,5e+07,189884,9.283,0.00100000000000477,9.28400000000001,1.99124992,37252
3,"segment",3,"chr10",1,50000000,5e+07,247573,10.419,0,10.419,2.500759552,37242
3,"segment",3,"chr10",50000001,100000000,5e+07,249995,10.527,0,10.528,1.951653888,37252
3,"segment",3,"chr11",1,50000000,5e+07,249700,10.717,0,10.717,2.048454656,37262
3,"segment",3,"chr11",50000001,100000000,5e+07,247571,10.562,0,10.562,2.383486976,37242
3,"segment",3,"chr12",1,50000000,5e+07,249346,10.738,0,10.738,1.962360832,37252
3,"segment",3,"chr12",50000001,100000000,5e+07,250000,10.567,0,10.567,2.014834688,37262
3,"segment",3,"chr13",1,50000000,5e+07,169132,9.333,0,9.333,2.423939072,37242
3,"segment",3,"chr13",50000001,100000000,5e+07,249749,10.74,0,10.74,1.948839936,37252
3,"segment",3,"chr14",1,50000000,5e+07,168401,7.95099999999999,0,7.95099999999999,2.225242112,37262
3,"segment",3,"chr14",50000001,100000000,5e+07,250000,9.649,0,9.649,2.423181312,37242
3,"segment",3,"chr15",1,50000000,5e+07,163536,9.19499999999999,0,9.19499999999999,1.967734784,37262
3,"segment",3,"chr15",50000001,100000000,5e+07,249749,10.79,0.00100000000000477,10.791,1.970642944,37252
3,"segment",3,"chr16",1,50000000,5e+07,207870,9.852,0,9.852,2.265030656,37242
3,"segment",3,"chr17",1,50000000,5e+07,248590,9.42500000000001,0,9.42500000000001,2.287747072,37262
3,"segment",3,"chr18",1,50000000,5e+07,249103,9.97999999999999,0,9.97999999999999,1.93624064,37252
3,"segment",3,"chr19",1,50000000,5e+07,249159,9.49200000000002,0,9.49200000000002,2.302226432,37262
3,"segment",3,"chr20",1,50000000,5e+07,247966,9.02800000000002,0,9.02800000000002,2.367107072,37242
3,"segment",3,"chr22",1,50000000,5e+07,191709,8.43700000000001,0.00100000000000477,8.43800000000002,2.042957824,37252
3,"segment",3,"chrX",1,50000000,5e+07,246497,11.998,0,11.998,2.18710016,37242
3,"segment",3,"chrX",50000001,100000000,5e+07,249228,11.235,0,11.236,2.373951488,37262
3,"segment",3,"chrX",100000001,150000000,5e+07,248556,11.189,0.00100000000000477,11.19,2.043461632,37252
3,"segment",3,"chrY",1,50000000,5e+07,129550,7.99099999999999,0,7.99099999999999,1.935138816,37262
3,"segment",3,"chr1",200000001,248956422,48956422,244228,11.61,0,11.61,2.140880896,37242
3,"segment",3,"chr3",150000001,198295559,48295559,241177,11.752,0,11.752,1.9723264,37252
3,"segment",3,"chr21",1,46709983,46709983,200395,8.94,0,8.94,1.880834048,37262
3,"segment",3,"chr8",100000001,145138636,45138636,225393,9.98499999999999,0,9.98499999999999,2.02760192,37242
3,"segment",3,"chr2",200000001,242193529,42193529,210909,9.93800000000002,0,9.93800000000002,2.046107648,37252
3,"segment",3,"chr16",50000001,90338345,40338345,201140,7.59699999999998,0,7.59699999999998,2.194796544,37262
3,"segment",3,"chr4",150000001,190214555,40214555,200771,8.739,0,8.739,2.166624256,37242
3,"segment",3,"chr9",100000001,138394717,38394717,191660,8.11599999999999,0,8.11599999999999,2.088890368,37252
3,"segment",3,"chr11",100000001,135086622,35086622,175383,7.20600000000002,0,7.20600000000002,2.212896768,37262
3,"segment",3,"chr10",100000001,133797422,33797422,168671,6.68000000000001,0,6.68000000000001,2.339258368,37242
3,"segment",3,"chr12",100000001,133275309,33275309,166313,7.535,0,7.535,2.250039296,37262
3,"segment",3,"chr17",50000001,83257441,33257441,165965,6.20600000000002,0.000999999999976353,6.20699999999999,2.271715328,37252
